abstract,categories
previous work has demonstrated that at a given stellar mass quiescent galaxies are more strongly clustered than starforming galaxies the contribution to this signal from central as opposed to satellite galaxies is not known which has strong implications for galaxy evolution models to investigate the contribution from central galaxies here we present measurements of the clustering of isolated primary ip galaxies used as a proxy for central galaxies at z with data from the primus galaxy redshift survey using a sample of spectroscopic redshifts for sim galaxies with m_gtrsimm_odot covering deg on the sky we define ip galaxies using isolation cuts in spatial proximity and stellar mass of nearby galaxies we find that at fixed stellar mass quiescent ip galaxies are more strongly clustered than starforming ip galaxies at zsim sigma using mock galaxy catalogs based on recent halo occupation models of behroozi et al and designed to replicate the parameters of the primus survey dataset we find that these clustering differences are due in part to quiescent central galaxies being more strongly clustered than starforming central galaxies this is consistent with either distinct stellartohalo mass relations for quiescent and starforming central galaxies andor central galaxy assembly bias we additionally use mock catalogs to assess the dependence of both incompleteness and satellite galaxy contamination in the ip galaxy samples on redshift galaxy type and stellar mass and demonstrate how isolation criteria yield biased subsamples of central galaxies via it environmental incompleteness or the preferential exclusion of central galaxies in overdense environments,astro-ph
the copperoxygen planes in cuprates have been at the center of the search for a theory of hightemperature superconductivity we conduct an extensive study of the ground state of the threeband hubbard emery model in the underdoped regime we focus on the magnetic and charge orders and present results from generalized hartreefock ghf calculations the groundstate properties at the thermodynamic limit are challenging to pin down because of sensitivity to computational details including the shapes and sizes of the supercells we employ largescale computations with various technical improvements to determine the orders within ghf the ground state exhibits a rich phase diagram with hole doping as the charge transfer energy is varied including ferromagnetic domain walls embedded in an antiferromagnetic background spin spirals and nematic order,cond-mat
let m be a closed orientable surface of negative curvature a connection is said to be transparent if its parallel transport along closed geodesics is the identity we describe all transparent suconnections and we show that they can be built up from suitable backlund transformations,math
this paper looks at five us cities austin cleveland nashville portland and washington dc and explores strategies being employed by community activists and local governments to create and sustain community networking projects in some cities community networking initiatives are relatively mature while in others they are in early or intermediate stages the paper looks at several factors that help explain the evolution of community networks in cities local government support federal support degree of community activism often reflected by publicprivate partnerships that help support community networks in addition to these more or less measurable elements of local support the case studies enable description of the different objectives of community networks in different cities several community networking projects aim to improve the delivery of government services eg portland and cleveland some have a jobtraining focus eg austin washington dc others are oriented very explicitly toward community building nashville dc and others toward neighborhood entrepreneurship portland and cleveland the paper ties the case studies together by asking whether community technology initiatives contribute to social capital in the cities studied,cs
motivated by recent transport and magnetization measurements in bscco samples b khaykovich et al phys rev b r we present a simple macroscopic model describing effects of inhomogeneous current distribution and shear in a layered superconductor parameters of the model are deduced from a microscopic calculation our model accounts for the strong current nonlinearities and the reentrant temperature dependence observed in the experiment,cond-mat
we present an updated measurement of orbital period evolution of lmxb xte j by using eclipse timing technique using data obtained with xmmnewton suzaku rxte chandra and astrosat observatories we report new measurements of xray mideclipse times we have discovered a third orbital period glitch in xte j with an ftest false alarm probability of for occurrence of the third glitch and report detection of four distinct epochs of orbital period in this system this work presents a more robust estimation of occurrence of the second orbital period glitch however the epoch of occurrence of the third glitch is poorly constrained between mjd to we have put lower limits of ms ms and ms on sudden changes in orbital period between the successive epochs we discuss the implications of our findings in context of magnetic nature of the companion star and possible scattering events with circumbinary objects around this binary system,astro-ph
we prove a komegalogvarepsilon_ varepsilon_ lower bound for adaptively testing whether a boolean function is varepsilon_close to or varepsilon_far from kjuntas our results provide the first superpolynomial separation between tolerant and nontolerant testing for a natural property of boolean functions under the adaptive setting furthermore our techniques generalize to show that adaptively testing whether a function is varepsilon_close to a kjunta or varepsilon_far from k okjuntas cannot be done with textsfpoly k varepsilon_ varepsilon_ queries this is in contrast to an algorithm by iyer tal and whitmeyer ccc which uses textsfpoly k varepsilon_ varepsilon_ queries to test whether a function is varepsilon_close to a kjunta or varepsilon_far from okvarepsilon_varepsilon_juntas,cs
this paper deals with a situation when one is interested in the dependence structure of a multidimensional response variable in the presence of a multivariate covariate it is assumed that the covariate affects only the marginal distributions through regression models while the dependence structure which is described by a copula is unaffected a parametric estimation of the copula function is considered with focus on the maximum pseudolikelihood method it is proved that under some appropriate regularity assumptions the estimator calculated from the residuals is asymptotically equivalent to the estimator based on the unobserved errors in such case one can ignore the fact that the response is first adjusted for the effect of the covariate a monte carlo simulation study explores among others situations where the regularity assumptions are not satisfied and the claimed result does not hold it shows that in such situations the maximum pseudolikelihood estimator may behave poorly and the moment estimation of the copula parameter is of interest our results complement the results available for nonparametric estimation of the copula function,math
we propose a neologistic model that can describe bacterial growth data precisely this model is not derived by modifying the logistic model formally but by incorporating the synthesis of inducible enzymes into the logistic model indirectly therefore the meaning of the parameters of the neologistic model becomes physically clear the neologistic model can approximate bacterial growth better than models previously presented and predict the order of the saturated number of bacteria in the stationary phase from initial data including and just after the end of the lag phase much more accurately,physics
we analyze the effect of a hard wall trapping potential on the dynamics of a vortex molecule in a twocomponent boseeinstein condensate with linear coherent coupling a vortex molecule consists of a vortex of the same charge in each component condensate connected by a domain wall of the relative phase in a previous paper refphys reva we described the interaction of a vortex molecule with the boundary using the method of images by separately treating each component vortex as a point vortex in addition to a magnus force effect from the surface tension of the domain wall here we extend the model by considering a continuous distribution of image vorticity reflecting the effect of the domain wall on the vortex molecule phase structure in the case of a precessing centered vortex molecule in an isotropic trap distributing the image vorticity weakens its contribution to the precession frequency we test the model predictions against numerical simulations of the coupled grosspitaevskii equations in a twodimensional circular disc and find support for the improved model,cond-mat
synonyms and homonyms appear in all natural languages we analyse their evolution within the framework of the signaling game agents in our model use reinforcement learning where probabilities of selection of a communicated word or of its interpretation depend on weights equal to the number of accumulated successful communications when the probabilities increase linearly with weights synonyms appear to be very stable and homonyms decline relatively fast such behaviour seems to be at odds with linguistic observations a better agreement is obtained when probabilities increase faster than linearly with weights our results may suggest that a certain positive feedback the socalled metcalfes law possibly drives some linguistic processes evolution of synonyms and homonyms in our model can be approximately described using a certain nonlinear urn model,physics
the main goal of this paper is to study topological and measuretheoretic properties of an intriguing family of strange planar attractors building towards these results we first show that any generic lebesgue measure preserving map f generates the pseudoarc as inverse limit with f as a single bonding map these maps can be realized as attractors of disc homeomorphisms in such a way that the attractors vary continuously in hausdorff distance on the disc with the change of bonding map as a parameter furthermore for generic lebesgue measure preserving maps f the background oxtobyulam measures induced by lebesgue measure for f on the interval are physical on the disc and in addition there is a dense set of maps f defining a unique physical measure moreover the family of physical measures on the attractors varies continuously in the weak topology ie the parametrized family is statistically stable we also find an arc in the generic lebesgue measure preserving set of maps and construct a family of disk homeomorphisms parametrized by this arc which induces a continuously varying family of pseudoarc attractors with prime ends rotation numbers varying continuously in it follows that there are uncountably many dynamically nonequivalent embeddings of the pseudoarc in this family of attractors,math
in this paper we study the distribution of the real algebraic numbers given an interval i a positive integer n and q define the counting function phi_nqi to be the number of algebraic numbers in i of degree n and height le q let i_x inftyx the distribution function is defined to be the limit as qtoinfty of phi_nqi_x divided by the total number of real algebraic numbers of degree n and height le q we prove that the distribution function exists and is continuously differentiable we also give an explicit formula for its derivative to be referred to as the distribution density and establish an asymptotic formula for phi_nqi with upper and lower estimates for the error term in the asymptotic these estimates are shown to be exact for n ge one consequence of the main theorem is the fact that the distribution of real algebraic numbers of degree n ge is nonuniform,math
judging the veracity of a sentence making one or more claims is an important and challenging problem with many dimensions the recent fever task asked participants to classify input sentences as either supported refuted or notenoughinfo using wikipedia as a source of true facts surface does this task and explains its decision through a selection of sentences from the trusted source our multitask neural approach uses semantic lexical frames from framenet to jointly i find relevant evidential sentences in the trusted source and ii use them to classify the input sentences veracity an evaluation of our efficient threeparameter model on the fever dataset showed an improvement of over the stateoftheart baseline on retrieving relevant sentences and a relative improvement in classification,cs
a variational theory is presented of a and a centers ie of a negative acceptor ion localizing one and two conduction electrons respectively in a gaasgaalas quantum well in the presence of a magnetic field parallel to the growth direction a combined effect of the well and magnetic field confines conduction electrons to the proximity of the ion resulting in discrete repulsive energies above the corresponding landau levels the theory is motivated by our experimental magnetotransport results which indicate that in a heterostructure doped in the gaas well with be acceptors one observes a boiloff effect in which the conduction electrons in the crossedfield configuration are pushed by the hall electric field from the delocalized landau states to the localized acceptor states and cease to conduct a detailed analysis of the transport data shows that at high magnetic fields there are almost no conducting electrons left in the sample it is concluded that one negative acceptor ion localizes up to four conduction electrons,cond-mat
in this paper we prove that the static solution of the cauchy problem for a massless real scalar field that is sourced by a point charge in dimensions is asymptotically stable under perturbation by compactlysupported incoming radiation this behavior is due to the process of backreaction taking the approach of kiessling we rigorously derive the expression for the force on the particle from the principle of total energymomentum conservation we provide a simple closed form for the selfforce resulting from backreaction and show that it is restorative ie proportional to negative velocity and causes the charge to return to rest after the radiation passes through we establish these results by studying the joint evolution problem for the particlescalar field system and proving its global wellposedness and the claimed asymptotic behavior,math
this paper explores the topic of transportability as a subarea of generalisability by proposing the utilisation of metrics based on wellestablished statistics we are able to estimate the change in performance of nlp models in new contexts defining a new measure for transportability may allow for better estimation of nlp system performance in new domains and is crucial when assessing the performance of nlp systems in new tasks and domains through several instances of increasing complexity we demonstrate how lightweight domain similarity measures can be used as estimators for the transportability in nlp applications the proposed transportability measures are evaluated in the context of named entity recognition and natural language inference tasks,cs
the major motives of this paper are to study different types of contractive mappings and also to answer an open question of garai et al the contractive principle for mappings in b_vsmetric spaces arxiv we first set up some fixed point results associated with two types of contractive mappings in b_vsmetric spaces and then we give an answer in positive to the open question most importantly we characterize the completeness of a b_vsmetric space via fixed point property of a certain type of contractive mappings our results extend and generalized several important results in the literature,math
temporally consistent depth estimation is crucial for online applications such as augmented reality while stereo depth estimation has received substantial attention as a promising way to generate d information there is relatively little work focused on maintaining temporal stability indeed based on our analysis current techniques still suffer from poor temporal consistency stabilizing depth temporally in dynamic scenes is challenging due to concurrent object and camera motion in an online setting this process is further aggravated because only past frames are available we present a framework named consistent online dynamic depth codd to produce temporally consistent depth estimates in dynamic scenes in an online setting codd augments perframe stereo networks with novel motion and fusion networks the motion network accounts for dynamics by predicting a perpixel se transformation and aligning the observations the fusion network improves temporal depth consistency by aggregating the current and past estimates we conduct extensive experiments and demonstrate quantitatively and qualitatively that codd outperforms competing methods in terms of temporal consistency and performs on par in terms of perframe accuracy,cs
in this paper we make explicit an application of the wreath product construction to the galois groups of field extensions more precisely given a tower of fields f subseteq k subseteq l with lf finite and separable we explicitly construct an embedding of the galois group operatornamegallcf into the regular wreath product operatornamegallckc wr_r operatornamegalkcf here lc resp kc denotes the galois closure of lf resp kf similarly we also construct an explicit embedding of the galois group operatornamegallcf into the smaller sized wreath product operatornamegallck wr_omega operatornamegalkcf where omega operatornamehom_fk kc is acted on by composition of automorphisms in operatornamegalkcf moreover when lk is a kummer extension we prove a sharper embedding that is that operatornamegallcf embeds into the wreath product operatornamegallk wr_omega operatornamegalkcf as corollaries we obtain embedding theorems when lk is cyclic and when it is quadratic with operatornamecharf neq we also provide examples of these embeddings and as an illustration of the usefulness of these embedding theorems we survey some recent applications of these types of results in field theory arithmetic statistics number theory and arithmetic geometry,math
conventional event detection models under supervised learning settings suffer from the inability of transfer to newlyemerged event types owing to lack of sufficient annotations a commonlyadapted solution is to follow a identifythenclassify manner which first identifies the triggers and then converts the classification task via a fewshot learning paradigm however these methods still fall far short of expectations due to i insufficient learning of discriminative representations in lowresource scenarios and ii trigger misidentification caused by the overlap of the learned representations of triggers and nontriggers to address the problems in this paper we propose a novel hybrid contrastive learning method with a taskadaptive threshold abbreviated as hcltat which enables discriminative representation learning with a twoview contrastive loss supportsupport and prototypequery and devises a easilyadapted threshold to alleviate misidentification of triggers extensive experiments on the benchmark dataset fewevent demonstrate the superiority of our method to achieve better results compared to the stateofthearts all the code and data of this paper will be available for online public access,cs
g applications have become increasingly popular in recent years as the spread of fifthgeneration g network deployment has grown for vehicular networks mmwave band signals have been well studied and used for communication and sensing in this work we propose a new dynamic ray tracing algorithm that exploits spatial and temporal coherence we evaluate the performance by comparing the results on typical vehicular communication scenarios with gemv which uses a combination of deterministic and stochastic models and winprop which utilizes the deterministic model for simulations with given environment information we also compare the performance of our algorithm on complex urban models and observe a reduction in computation time by compared to gemv and by compared to winprop while maintaining similar prediction accuracy,cs
we report a photoluminescence pl and transient reflection spectroscopy study of exciton dynamics in monolayer transition transitionmetal dichalcogenides tmds pl saturation in monolayer mose occurs an excitation intensity more than two orders of magnitude lower than in monolayer mos transient reflection shows that the nonlinear excitonexciton annihilation is the dominant exciton decay process in monolayer mose in contrast to the previously reported linear exciton decay in monolayer mos in addition the exciton lifetime in mose ps is more than an order of magnitude longer than the severalps exciton lifetime in mos we find that the dramatically different exciton decay mechanism and pl saturation behavior of mose and mos monolayers can be explained by the difference in their exciton lifetime,cond-mat
we show that no additive _code exists as a consequence the largest dimension k such that an additive quaternary k_code exists is k,math
we study the spacetime correlation and response functions in nonequilibrium growth processes described by linear stochastic langevin equations exploiting exclusively the existence of space and time dependent symmetries of the noiseless part of these equations we derive expressions for the universal scaling functions of twotime quantities which are found to agree with the exact expressions obtained from the stochastic equations of motion the usefulness of the spacetime functions is illustrated through the investigation of two atomistic growth models the family model and the restricted family model which are shown to belong to a unique universality class in and in space dimensions this corrects earlier studies which claimed that in dimensions the two models belong to different universality classes,cond-mat
a doubleatom partitioning of the molecular oneelectron density matrix is used to describe atoms and bonds all calculations are performed in hilbert space the concept of atomic weight functions familiar from hirshfeld analysis of the electron density is extended to atomic weight matrices these are constructed to be orthogonal projection operators on atomic subspaces which has significant advantages in the interpretation of the bond contributions in close analogy to the iterative hirshfeld procedure selfconsistency is built in at the level of atomic charges and occupancies the method is applied to a test set of about molecules representing various types of chemical binding a close correlation is observed between the atomic charges and the hirshfeldi atomic charges,physics
we report here the discovery of a significant source of systematic error in the rotation measure determinations of pulsars conventional analysis of high sensitivity polarimetric observations of psr b display variation of the rotation measure of pm rad m around the mean value of rad m across the pulse profile analysis of single pulse data shows that this variation is an artifact of the incoherent superposition of quasiorthogonal polarisation modes along with the frequency dependence of relative strength andor quasiorthogonality of the modes quasiorthogonal polarization is common among pulsars and therefore this effect needs to be taken into account in the interpretation of pulsar rotation measures,astro-ph
we prove some nontangential burnskrantz type boundary rigidity theorems,math
we find the optimal investment strategy in a blackscholes market to minimize the probability of socalled it lifetime exponential parisian ruin that is the probability that wealth exhibits an excursion below zero of an exponentially distributed time before the individual dies we find that leveraging the risky asset is worse for negative wealth when minimizing the probability of lifetime exponential parisian ruin than when minimizing the probability of lifetime ruin moreover when wealth is negative the optimal amount invested in the risky asset increases as the hazard rate of the exponential excursion clock increases in view of the heavy leveraging when wealth is negative we also compute the minimum probability of lifetime exponential parisian ruin under a constraint on investment finally we derive an asymptotic expansion of the minimum probability of lifetime exponential parisian ruin for small values of the hazard rate of the excursion clock it is interesting to find that for small values of this hazard rate the minimum probability of lifetime exponential parisian ruin is proportional to the minimum occupation time studied in bayraktar and young and the proportion equals the hazard rate to the best of our knowledge our work is the first to it control the probability of parisian ruin,math
the hubbard model describes a lattice system of quantum particles with local onsite interactions its free energy is analytic when beta t is small or beta tu is small here beta is the inverse temperature u the onsite repulsion and t the hopping coefficient for more general models with hamiltonian h v t where v involves local terms only the free energy is analytic when beta t is small irrespectively of v the gibbs state exists in the thermodynamic limit is exponentially clustering and thermodynamically stable these properties are rigorously established in this paper,cond-mat
when a liquid drop spreads on an adaptive substrate the latter changes its properties what may result in an intricate coupled dynamics of drop and substrate here we present a generic mesoscale hydrodynamic model for such processes that is written as a gradient dynamics on an underlying energy functional we specify the model details for the example of a drop spreading on a dry polymer brush there liquid absorption into the brush results in swelling of the brush causing changes in the brush topography and wettability the liquid may also advance within the brush via diffusion or wicking resulting in coupled drop and brush dynamics the specific model accounts for coupled spreading absorption and wicking dynamics when the underlying energy functional incorporates capillarity wettability and brush energy after employing a simple version of such a model to numerically simulate a droplet spreading on a swelling brush we conclude with a discussion of possible model extensions,physics
we describe a simple and scalable method for the transfer of cvd graphene for the fabrication of field effect transistors this is a dry process that uses a modified rca cleaning step to improve the surface quality in contrast to conventional fabrication routes where lithographic steps are performed after the transfer here graphene is transferred to a prepatterned substrate the resulting fet devices display nearly zero dirac voltage and the contact resistance between the graphene and metal contacts is on the order of ohmmicrometer this approach enables formation of conducting graphene channel lengths up to one millimeter the resistfree transfer process provides a clean graphene surface that is promising for use in high sensitivity graphene fet biosensors,cond-mat
an efficient approach that considers a highintensity twisted laser of moderate energy few j is proposed to generate collimated proton bunches with multimev energies from a doublelayer hydrogen target threedimensional particleincell simulations demonstrate the formation of a highly collimated and energetic sim mev proton bunch whose divergence is sim times smaller compared to the proton bunch driven by a gaussian laser containing the same energy supported by theoretical modeling of relativistic selffocusing in nearcritical plasma we establish a regime that allows for consistent acceleration of highenergetic proton bunches with low divergence under experimentally feasible conditions for twisted drivers,physics
workspace and joint space analysis are essential steps in describing the task and designing the control loop of the robot respectively this paper presents the descriptive analysis of a family of deltalike parallel robots by using algebraic tools to induce an estimation about the complexity in representing the singularities in the workspace and the joint space a grobner based elimination is used to compute the singularities of the manipulator and a cylindrical algebraic decomposition algorithm is used to study the workspace and the joint space from these algebraic objects we propose some certified three dimensional plotting describing the the shape of workspace and of the joint space which will help the engineers or researchers to decide the most suited configuration of the manipulator they should use for a given task also the different parameters associated with the complexity of the serial and parallel singularities are tabulated which further enhance the selection of the different configuration of the manipulator by comparing the complexity of the singularity equations,cs
we present uv and optical spectropolarimetry of two highly polarized irasselected qsos iras and the balqso iras the polarization in both objects rises rapidly toward the blue peaks near a in the rest frame and remains nearly constant for shorter wavelengths the rest frame optical polarized flux density spectra also increase rapidly towards the blue but then decrease dramatically below a this distinctive wavelength dependence of polarized flux shows that the polarization is produced by dust scattering as for many seyfert radio and hyperluminous infrared galaxies higs the lower polarization of the weak o iii lines in iras suggests that the scattering grains lie interior to or mixed with the narrow line gas we construct full radiative transfer models of these systems consisting of a dusty sphere of modest optical depth illuminated axisymmetrically from within by a powerlaw qso spectrum we show that this simple model successfully reproduces the qualitative polarization properties of the objects despite similarities to other irasselected balqsos our fos spectropolarimetry of iras does not reveal broad absorption lines iras has an al iii bal in both scattered and total flux density we discuss these two objects in terms of both orientation and evolutionary unified schemes for qsos balqsos and higs,astro-ph
in view of their nature planetary nebulae have very short lifetimes and the chemical abundances derived so far have a natural bias favoring younger objects in this work we report physical parameters and abundances for a sample of old pne located in the galactic bulge based on low dispersion spectroscopy secured at the soar telescope using the goodman spectrograph the new data allow us to extend our database including older weaker objects that are at the faint end of the planetary nebula luminosity function pnlf the results show that the abundances of our sample are lower than those from our previous work additionally the average abundances of the galactic bulge do not follow the observed trend of the radial abundance gradient in the disk these results are in agreement with a chemical evolution model for the galaxy recently developed by our group,astro-ph
we investigate the electrostatic equilibria of n discrete charges of size n on a two dimensional conductor domain we study the distribution of the charges on symmetric domains including the ellipse the hypotrochoid and various regular polygons with an emphasis on understanding the distributions of the charges as the shape of the underlying conductor becomes singular we find that there are two regimes of behavior a symmetric regime for smooth conductors and a symmetry broken regime for singular domains for smooth conductors the locations of the charges can be determined up to a certain order by an integral equation due to pommerenke we present a derivation of a related but different integral equation which has the same solutions we also solve the equation to obtain asymptotic solutions which show universal behavior in the distribution of the charges in conductors with somewhat smooth cusps conductors with sharp cusps and singularities show qualitatively different behavior where the symmetry of the problem is broken and the distribution of the discrete charges does not respect the symmetry of the underlying domain we investigate the symmetry breaking both theoretically and numerically and find good agreement between our theory and the numerics we also find that the universality in the distribution of the charges near the cusps persists in the symmetry broken regime although this distribution is very different from the one given by the integral equation,cond-mat
in order to enlarge publicly available optical cluster catalogs in particular at high redshift we have performed a systematic search for clusters of galaxies in the cfhtls we used the le phare photometric redshifts for the galaxies detected with magnitude limits of i and for the deep and wide fields respectively we then constructed galaxy density maps in photometric redshift bins of based on an adaptive kernel technique and detected structures with sextractor in order to assess the validity of our cluster detection rates we applied a similar procedure to galaxies in millennium simulations we measured the correlation function of our cluster candidates we analyzed large scale properties and substructures by applying a minimal spanning tree algorithm both to our data and to the millennium simulations we have detected candidate clusters with various masses minimal masses between and and mean masses between and m_odot thus notably increasing the number of known high redshift cluster candidates we found a correlation function for these objects comparable to that obtained for high redshift cluster surveys we also show that the cfhtls deep survey is able to trace the large scale structure of the universe up to zgeq our detections are fully consistent with those made in various cfhtls analyses with other methods we now need accurate mass determinations of these structures to constrain cosmological parameters,astro-ph
highredshift z protoclusters will serve as testing grounds to probe the gas supply furnishing the emerging metals stars and largescale structures we see at the current epoch this work focuses on the major role large radiomillimeter mm single dish facilities will have in constraining the bulk cold t k molecular and atomic gas content to highlight the need for large radiomm single dishes we calculate how the highsensitivity of the green bank telescopes gbt unblocked m aperture provides vital interferometric shortspacing coverage to support higherresolution ngvla observations of the cold neutral gas at the largest scales these combined observations are optimal for revealing lowsurface brightness emission and thus aid in the total baryonic mass estimates across cosmic time,astro-ph
the dirichlet problem for a mongeampere equation corresponding to a nonnegative possible degenerate cohomology class on a kaehler manifold with boundary is studied calpha estimates away from a divisor are obtained by combining techniques of blocki tsuji yau and pluripotential theory in particular calpha geodesic rays in the space of kaehler potentials are constructed for each test configuration,math
electronic tongues based on potentiometry offer the prospect of rapid and continuous chemical fingerprinting for portable and remote systems the present contribution presents a technology platform including a miniaturized electronic tongue based on electropolymerized ionsensitive films microcontrollerbased data acquisition a smartphone interface and cloud computing backend for data storage and deployment of machine learning models the sensor array records a series of differential voltages without use of a true reference electrode and the resulting timeseries potentiometry data is used to train supervised machine learning algorithms for trained systems inferencing tasks such as the classification of liquids are realized within less than minute including data acquisition at the edge and inference using the clouddeployed machine learning model preliminary demonstration of the complete electronic tongue technology stack is reported for the classification of beverages and mineral water,cs
given a triangle abc we derive the probability distribution function and the moments of the area of an inscribed triangle rst whose vertices are uniformly distributed on ab bc and ca the theoretical results are confirmed by a monte carlo simulation,math
principal structural defects in graphene layers synthesized on a carbonterminated face ie the sic face of a hsic substrate are investigated using microscopic methods results of highresolution transmission electron microscopy hrtem reveal their atomic arrangement mechanism of such defects creation directly related to the underlying crystallographic structure of the sic substrate is elucidated the connection between the hsic surface morphology including the presence of the single atomic steps the sequences of atomic steps and also the macrosteps and the corresponding emergence of planar defective structure discontinuities of carbon layers and wrinkles is revealed it is shown that disappearance of the multistep island leads to the creation of wrinkles in the graphene layers the density functional theory dft calculation results show that the diffusion of both silicon and carbon atoms is possible on a siterminated sic surface at a high temperature close to degc the creation of buffer layer at the siterminated surface effectively blocks horizontal diffusion preventing growth of thick graphene layer at this face at the carbon terminated sic surface the buffer layer is absent leaving space for effective horizontal diffusion of both silicon and carbon atoms dft results show that excess carbon atoms converts a topmost carbon layer to sp bonded configuration liberating si atoms in barrierless process the silicon atoms escape through the channels created at the bending layers defects while the carbon atoms are incorporated into the growing graphene layers these results explain growth of thick graphene underneath existing graphene cover and also the creation of the principal defects at the cterminated sic surface,cond-mat
in this paper we present the methods of our submission to the isic challenge for skin lesion diagnosis task the dataset consists of images with seven imagelevel classes to be distinguished by an automated algorithm we employ an ensemble of convolutional neural networks for this task in particular we finetune pretrained stateoftheart deep learning models such as densenet senet and resnext we identify heavy class imbalance as a key problem for this challenge and consider multiple balancing approaches such as loss weighting and balanced batch sampling another important feature of our pipeline is the use of a vast amount of unscaled crops for evaluation last we consider meta learning approaches for the final predictions our team placed second at the challenge while being the best approach using only publicly available data,cs
we consider a countable system of interacting possibly nonmarkovian stochastic differential equations driven by independent brownian motions and indexed by the vertices of a locally finite graph g ve the drift of the process at each vertex is influenced by the states of that vertex and its neighbors and the diffusion coefficient depends on the state of only that vertex such processes arise in a variety of applications including statistical physics neuroscience engineering and math finance under general conditions on the coefficients we show that if the initial conditions form a secondorder markov random field on ddimensional euclidean space then at any positive time the collection of histories of the processes at different vertices forms a secondorder markov random field on path space we also establish a bijection between secondorder gibbs measures on rdv with finite second moments and a set of spacetime secondorder gibbs measures on path space corresponding respectively to the initial law and the law of the solution to the stochastic differential equation as a corollary we establish a gibbs uniqueness property that shows that for infinite graphs the joint distribution of the paths is completely determined by the initial condition and the specifications namely the family of conditional distributions on finite vertex sets given the configuration on the complement along the way we establish various approximation and projection results for markov random fields on locally finite graphs that may be of independent interest,math
we study in details the longtime asymptotic behavior of a relativistic diffusion taking values in the unitary tangent bundle of a curved lorentzian manifold namely a spatially flat and fast expanding robertsonwalker spacetime we prove in particular that the poisson boundary of the diffusion can be identified with the causal boundary of the underlying manifold,math
we study turnbyturn fluctuations in the number of spontaneously emitted photons from an undulator installed in the integrable optics test accelerator iota electron storage ring at fermilab a theoretical model is presented showing the relative contributions due to the discrete nature of light emission and to the incoherent sum of fields from different electrons in the bunch the model is compared with a previous experiment at brookhaven and with new experiments we carried out at iota our experiments focused on the case of a large number of longitudinal and transverse radiation modes a regime where photon shot noise is significant and the total magnitude of the fluctuations is very small the experimental and data analysis techniques required to reach the desired sensitivity are detailed we discuss how the model and the experiment provide insights into this emission regime enable diagnostics of small beam sizes and improve our understanding of beam lifetime in iota,physics
the main goal of this paper is to estimate the regional acoustic and geoacoustic shallowwater environment from data collected by a vertical hydrophone array and transmitted by distant timeharmonic point sources we aim at estimating the statistical properties of the random fluctuations of the index of refraction in the water column and the characteristics of the sea bottom we first explain from first principles how acoustic wave propagation can be expressed as markovian dynamics for the complex mode amplitudes of the sound pressure which makes it possible to express the cross moments of the sound pressure in terms of the parameters to be estimated we then show how the estimation problem can be formulated as a nonlinear inverse problem using this formulation that can be solved by minimization of a misfit function we apply this method to experimental data collected by the alma system acoustic laboratory for marine applications,math
we report results of investigation of amplitude calibration for very long baseline interferometry vlbi observations with korean vlbi network kvn amplitude correction factors are estimated based on comparison of kvn observations at ghz correlated by daejeon hardware correlator and difx software correlator in korea astronomy and space science institute kasi with very long baseline array vlba observations at ghz by difx software correlator in national radio astronomy observatory nrao we used the observations for compact radio sources c nrao oj bl lac c and which are almost unresolved for baselines in a range of km visibility data of the sources obtained with similar baselines at kvn and vlba are selected fringefitted calibrated and compared for their amplitudes we found that visibility amplitudes of kvn observations should be corrected by factors of and when correlated by difx and daejeon correlators respectively these correction factors are attributed to the combination of two steps of bit quantization in kvn observing systems and characteristics of daejeon correlator,astro-ph
parsecscale vlba imaging of five seyfert galaxies with flatspectrum radio nuclei was conducted to determine whether the flat spectrum represents thermal emission from the accretion diskobscuring torus or nonthermal synchrotron selfabsorbed emission four of the five show emission consistent with synchrotron selfabsorption with intrinsic sizes pc or gravitational radii for a msun black hole for the smallest in contrast ngc which was detected with merlin but not the vlba shows thermal emission with similar properties to that detected in ngc it is notable that the two seyfert galaxies with detected thermal nuclear radio emission both have large xray absorbing columns suggesting that columns in excess of cm are needed for such disks to be detectable,astro-ph
