abstract,categories
understanding the nucleation and growth dynamics of the surface bubbles generated on a heated surface can benefit a wide range of modern technologies such as the cooling systems of electronics refrigeration cycles nuclear reactors and metal industries etc usually these studies are conducted in the terrestrial environment as space exploration and economy expanding at an unprecedented pace the aforementioned applications that potentially deployable in space call for the understanding of thermal bubble phenomena in a microgravity setting in this work we investigate the nucleation and growth of surface bubble in space where the gravity effect is negligible compared to the earth we observe much faster bubble nucleation and the growth rate can be times higher than that on the earth our finite element thermofluidic simulations show that the thermal convective flow due to gravity around the nucleation site is the key factor that effectively dissipates the heat from heating substrate to the bulk liquid and slows down the bubble nucleation and growth processes due to the microgravity field in space the thermal convective flow is negligible compared to the terrestrial environment leading to the localization of heat around the nucleation site and thus enables faster bubble nucleation and growth in space we also find that bubble nucleation can be influenced by the characteristic length of the microstructures on the heating surface the microstructures behave as fins to enhance the cooling of the surface with finer microstructures enabling more efficient surface to liquid heat transfer the bubble nucleation takes longer,physics
to search photometric variability in chemically peculiar a type stars in the northern hemisphere highspeed photometric observations of ap and am star candidates have been carried out from aries manora peak nainital using a threechannel fast photometer attached to the aries cm sampurnanand telescope this paper presents three new variables hd hd and hd during the time span of the survey december to january pulsations of the delta sct type were also found for the two evolved am stars hd and hd as reported in joshi et al additionally we present null results of the survey for this time span the star hd pulsates with a period of hr which is typical of delta sct stars hd exhibits multiperiodic variability with a prominent period of nearly hr these periods need to be investigated and make hd a particularly interesting target for further observations for hd a star classified as am a probable pulsation with a period of min was found in the light curves obtained on two consecutive nights both hd and hd exhibit unusual alternating high and low amplitude maxima with a period ratio of the analysis of the null results confirms the photometric quality of the nainital,astro-ph
the cosmicray intensity record from belgrade muon detectors in the period is subjected to power spectra analysis statistically significant peaks are found in datasets from both ground and underground m we detectors the possible origin of these periodicities is discussed,astro-ph
nonthermal fixed points in the evolution of a quantum manybody system quenched far out of equilibrium manifest themselves in a scaling evolution of correlations in space and time we develop a lowenergy effective theory of nonthermal fixed points in a bosonic quantum manybody system by integrating out longwavelength density fluctuations the system consists of n distinguishable spatially uniform bose gases with mathrmunsymmetric interactions the effective theory describes interacting goldstone modes of the total and relativephase excitations it is similar in character to the nonlinear luttingerliquid description of lowenergy phonons in a single dilute bose gas with the markable difference of a universal nonlocal coupling function depending in the largen limit only on momentum singleparticle mass and density of the gas our theory provides a perturbative description of the nonthermal fixed point technically easy to apply to experimentally relevant cases with a small number of fields n numerical results for n allow us to characterize the analytical form of the scaling function and confirm the analytically predicted scaling exponents the fixed point which is dominated by the relative phases is found to be gaussian while a nongaussian fixed point is anticipated to require scaling evolution with a distinctly lower power of time,cond-mat
in sparse coding we attempt to extract features of input vectors assuming that the data is inherently structured as a sparse superposition of basic building blocks similarly neural networks perform a given task by learning features of the training data set recently both datadriven and modeldriven feature extracting methods have become extremely popular and have achieved remarkable results nevertheless practical implementations are often too slow to be employed in reallife scenarios especially for realtime applications we propose a speedup upgraded version of the classic iterative thresholding algorithm that produces a good approximation of the convolutional sparse code within iterations the speed advantage is gained mostly from the observation that most solvers are slowed down by inefficient global thresholding the main idea is to normalize each data point by the local receptive field energy before applying a threshold this way the natural inclination towards strong feature expressions is suppressed so that one can rely on a global threshold that can be easily approximated or learned during training the proposed algorithm can be employed with a known predetermined dictionary or with a trained dictionary the trained version is implemented as a neural net designed as the unfolding of the proposed solver the performance of the proposed solution is demonstrated via the seismic inversion problem in both synthetic and real data scenarios we also provide theoretical guarantees for a stable support recovery namely we prove that under certain conditions the true support is perfectly recovered within the first iteration,cs
for a given xsbeta where sbetacolon xtimes xto xtimes x are set theoretical solutions of yangbaxter equation with a compatibility condition we define an invariant for virtual or classical knotslinks using non commutative cocycles pairs fg that generalizes the one defined in fg we also define a group u_ncfgu_ncfgxsbeta and functions pi_f pi_gcolon xtimes xto u_ncfgx governing all cocycles in x we exhibit examples of computations achieved using gap,math
in this paper we carry out a new technique named projection ed and indicate that it is applicable to the frustrated models eg xxz spin heisenberg and spinless fermion tv models in the strong coupling limit with highly degenerate ground states in a general way as an example we deal with a spinless fermion tv model on a triangular lattice and show the usefulness of the method,cond-mat
the chelyabinsk meteor sailed over skies in a streak of light that was momentarily brighter than the sun the chelyabinsk superbolide is a complex and multiaspect phenomenon the appendix to the book examines the role of cosmic collisions in the formation and evolution of such bodies of the solar system as the moon double asteroids and irregular satellites of giant planets,astro-ph
we prove that the notions of compactness and weak compactness for a hankel operator on bmoa are identical,math
based on a variational principle with a stochastic forcing we indicate that the stochastic schrodinger equation in stratonovich sense is an infinitedimensional stochastic hamiltonian system whose phase flow preserves symplecticity we propose a general class of stochastic symplectic rungekutta methods in temporal direction to the stochastic schrodinger equation in stratonovich sense and show that the methods preserve the charge conservation law we present a convergence theorem on the relationship between the meansquare convergence order of a semidiscrete method and its local accuracy order taking stochastic midpoint scheme as an example of stochastic symplectic rungekutta methods in temporal direction based on the theorem we show that the meansquare convergence order of the semidiscrete scheme is under appropriate assumptions,math
the results of a study of magnetoactive elastomers maes consisting of an elastomer matrix with embedded ferromagnetic particles are presented a continuous critical bending induced by the magnetic field characterized by a critical exponent for the bending magnitude and the derivative of which has a singularity in the critical region is reported for the first time the mechanical stability loss and the symmetry reduction of the magnetic state which are interrelated with each other take place at the critical point the magnetization in the highsymmetric state below the critical point is directed along the magnetic field and the torque is absent above the critical point the magnetization and the magnetic field are noncollinear and there arises a torque which is selfconsistent with the bending the magnetic field dependence of the mae bending was found to have a hysteresis which is associated with the magnetorheological effect the shape memory effect was also obtained for the mae bending in a cycle consisting of magnetization cooling at h and heating at h the influence of the critical glass transition temperature of the matrix as well as its meltingsolidification temperature on the magnetic shape memory effect was studied,cond-mat
a wide field spacebased imaging telescope is necessary to fully exploit the technique of observing dark matter via weak gravitational lensing this first paper in a three part series outlines the survey strategies and relevant instrumental parameters for such a mission as a concrete example of hardware design we consider the proposed supernovaacceleration probe snap using snap engineering models we quantify the major contributions to this telescopes point spread function psf these psf contributions are relevant to any similar wide field space telescope we further show that the psf of snap or a similar telescope will be smaller than current groundbased psfs and more isotropic and stable over time than the psf of the hubble space telescope we outline survey strategies for two different regimes a wide square degree survey and a deep square degree survey that will accomplish various weak lensing goals including statistical studies and dark matter mapping,astro-ph
in this paper we construct and analyze a multiscale finite element method for parabolic problems with heterogeneous dynamic boundary conditions as origin we consider a reformulation of the system in order to decouple the discretization of bulk and surface dynamics this allows us to combine multiscale methods on the boundary with standard lagrangian schemes in the interior we prove convergence and quantify explicit rates for lowregularity solutions independent of the oscillatory behavior of the heterogeneities as a result coarse discretization parameters which do not resolve the fine scales can be considered the theoretical findings are justified by a number of numerical experiments including dynamic boundary conditions with random diffusion coefficients,math
nanowires with very different size shape morphology and crystal symmetry can give rise to a wide ensemble of magnetic behaviors whose optimization determines their applications in nanomagnets we present here an experimental work on the shape and morphological dependence of the magnetization reversal mechanism in weakly interacting coni hexagonalclosepacked nanowires nonagglomerated nanowires with length l and diameter d with a controlled shape going from quasi perfect cylinders to diabolos have been studied inside their polyol solution in order to avoid any oxidation process the coercive field hc was found to follow a standard behavior and to be optimized for an aspect ratio ld interestingly an unexpected behavior was observed as function of the head morphology leading to the strange situation where a diabolo shaped nanowire is a better nanomagnet than a cylinder this paradoxical behavior can be ascribed to the growthcompetition between the aspect ratio ld and the head morphology ratio dd d being the head width our experimental results clearly show the importance of the independent parameter t head thickness that needs to be considered in addition to the shape aspect ratio ld in order to fully describe the nanomagnets magnetic behavior micromagnetic simulations well support the experimental results and bring important insights for future optimization of the nanomagnets morphology,cond-mat
this article presents the readout electronics of a novel beam monitoring system for ion research facility accelerator the readout electronics are divided into frontend card fec and readout control unit rcu fec uses topmetal ii minus to processes the energy of the hitting particles and convert it into a voltage signal the main function of rcu is to digitize the analog output signal of fec and format the raw data on the other hand the rcu also processes the control commands from the host and distributes the commands according to the mapping the readout electronic has been characterized and calibrated in the laboratory and have been installed with the detector implementation and testing of readout electronics have been discussed,physics
the aim of this paper is to provide a mathematical model for spatial distribution of membrane electrical potential changes by fluorescence diffuse optical tomography we derive the resolving power of the imaging method in the presence of measurement noise the proposed mathematical model can be used for cell membrane tracking with the resolution of the optical microscope,math-ph
dalton and slawinski show that in general the backus average and the gazis et al average do not commute herein we examine the extent of this noncommutativity we illustrate numerically that the extent of noncommutativity is a function of the strength of anisotropy the averages nearly commute in the case of weak anisotropy,physics
results from the last ftu campaigns on the deuterium large wrt ftu volume pellet res suppression capability mainly due to the induced burst mhd activity expelling res seed are presented for discharges with ma and t clear indications of avalanche multiplication of res following single pellet injection on ma flattop discharges is shown together with quantitative indications of dissipative effects in terms of critical electrical field increase due to fanlike instabilities analysis of large fanlike instabilities on postdisruption re beams that seem to be correlated with low electrical field and background density drops reveal their strong re energy suppression capability suggesting a new strategy for re energy suppression controlling large fan instabilities we demonstrate how such density drops can be induced using modulated ecrh power on postdisruption beams,physics
variable star analysis and classification is an important task in the understanding of stellar features and processes while historically classifications have been done manually by highly skilled experts the recent and rapid expansion in the quantity and quality of data has demanded new techniques most notably automatic classification through supervised machine learning we present an expansion of existing work on the field by analyzing variable stars in the em kepler field using an ensemble approach combining multiple characterization and classification techniques to produce improved classification rates classifications for each of the roughly stars observed by em kepler are produced separating the stars into one of variable star classes,astro-ph
firstprinciples based lattice models allow the modeling of ab initio thermodynamics of crystalline mixtures for applications such as the construction of phase diagrams and the identification of ground state atomic orderings the recent development of compressive sensing approaches for the construction of lattice models has further enabled the systematic construction of sparse physical models without the need for human intuition other than requiring the compactness of effective cluster interactions however conventional compressive sensing based on lnorm regularization is strictly only applicable to certain classes of optimization problems and is otherwise not guaranteed to generate optimally sparse and transferable results so that the method can only be applied to some materials science applications in this paper we illustrate a more robust llnorm compressivesensing method that removes the limitations of conventional compressive sensing and generally results in sparser lattice models that are at least as predictive as those obtained from lnorm compressive sensing apart from the theory a practical implementation based on stateoftheart mixedinteger quadratic programming miqp is proposed the robustness of our methodology is illustrated for four different transitionmetal oxides with relevance as battery cathode materials lixtixo lixniyo mgxcro and naxcro this method provides a practical and robust approach for the construction of sparser and more predictive lattice models improving on the compressive sensing paradigm and making it applicable to a much broader range of applications,physics
if dark matter decays or annihilates into electrons and positrons it can affect radiation and cosmicray backgrounds we review a novel more general analysis of constraints on decaying dark matter models by introducing the response functions based on the current radio gammaray and positron observations constraints can be simply obtained by requiring the convolution of the response functions with actual decay spectrum of electrons and positrons smaller than the product of decay lifetime in s and mass in gev the response functions just depend on the astrophysical inputs such as the propagation model but not on the microscopic decay scenario moreover an anisotropy analysis of the fullsky radio emissions to identify the extragalactic dark matter annihilation is shown we discuss the angular power spectra of the cosmological synchrotron emission from dark matter annihilations into electron positron pairs and compare them with astrophysical backgrounds and galactic foregrounds we find that the angular power spectrum of radio fluxes at around ghz frequencies and in the range of l opens a optimal window to disentangle the dark matter signals from common astrophysical backgrounds,astro-ph
cogent has taken data for over years with live days of data accumulated as of april we report on the results of a maximum likelihood analysis to extract any possible dark matter signal present in the collected data the maximum likelihood signal extraction uses dimensional probability density functions pdfs to characterize the anticipated variations in dark matter interaction rates for given observable nuclear recoil energies during differing periods of the earths annual orbit around the sun cosmogenic and primordial radioactivity backgrounds are characterized by their energy signatures and in some cases decay halflives a third parameterizing variable pulse risetime is added to the likelihood analysis to characterize slow rising pulses described in prior analyses the contribution to each event category is analyzed for various dark matter signal hypotheses including a dark matter standard halo model and a case with free oscillation parameters ie amplitude period and phase the bestfit dark matter signal is in close proximity to previously reported results we find that the significance of the extracted dark matter signal remains well below evidentiary at sigma,astro-ph
in recent years understanding the implicit regularization of neural networks nns has become a central task of deep learning theory however implicit regularization is in itself not completely defined and well understood in this work we make an attempt to mathematically define and study the implicit regularization importantly we explore the limitation of a common approach of characterizing the implicit regularization by dataindependent functions we propose two dynamical mechanisms ie twopoint and onepoint overlapping mechanisms based on which we provide two recipes for producing classes of onehiddenneuron nns that provably cannot be fully characterized by a type of or all dataindependent functions our results signify the profound datadependency of implicit regularization in general inspiring us to study in detail the datadependency of nn implicit regularization in the future,cs
we study a rectifying mutant of the ompf porin ion channel using both allatom and reduced models the mutant was created by miedema et al nano lett on the basis of the np semiconductor diode in which an np junction is formed the mutant contains a pore region with positive amino acids on the lefthand side and negative amino acids on the righthand side experiments show that this mutant rectifies although we do not know the structure of this mutant we can build an allatom model for it on the basis of the structure of the wild type channel interestingly molecular dynamics simulations for this allatom model do not produce rectification a reduced model that contains only the important degrees of freedom the positive and negative amino acids and free ions in an implicit solvent on the other hand exhibits rectification our calculations for the reduced model using the nernstplanck equation coupled to local equilibrium monte carlo simulations reveal a rectification mechanism that is different from that seen for semiconductor diodes the basic reason is that the ions are different in nature from electrons and holes they do not recombine we provide explanations for the failure of the allatom model including the effect of all the other atoms in the system as a noise that inhibits the response of ions that would be necessary for rectification to the polarizing external field,cond-mat
poisson structures of divisortype are those whose degeneracy can be captured by a divisor ideal which is a locally principal ideal sheaf with nowheredense quotient support this is a large class of poisson structures which includes all genericallynondegenerate poisson structures such as log bk elliptic ellipticlog and scattering poisson structures divisor ideals are used to define almostinjective lie algebroids of derivations preserving them to which these poisson structures can be lifted often nondegenerately so the resulting symplectic lie algebroids can be studied using tools from symplectic geometry in this paper we develop an effective framework for the study of poisson structures of divisortype also called almostregular poisson structures and their lie algebroids we provide lifting criteria for such poisson structures develop the language of divisors on smooth manifolds and discuss residue maps to extract information from lie algebroid forms along their degeneraci loci,math
recently deep models have been successfully applied in several applications especially with lowlevel representations however sparse noisy samples and structured domains with multiple objects and interactions are some of the open challenges in most deep models column networks a deep architecture can succinctly capture such domain structure and interactions but may still be prone to suboptimal learning from sparse and noisy samples inspired by the success of humanadvice guided learning in ai especially in datascarce domains we propose knowledgeaugmented column networks that leverage human adviceknowledge for better learning with noisysparse samples our experiments demonstrate that our approach leads to either superior overall performance or faster convergence ie both effective and efficient,cs
recent development in fabrication technology of planar twodimensional d materials has brought up possibilities of numerous novel applications our recent analysis has revealed that by definition of pn junctions through appropriate patterned doping of d semiconductors ideal exponential iv characteristics may be expected however the theory of d junctions turns out to be very much different to that of the standard bulk junctions based on this theory of d diodes here we construct for the first time a model to describe the d bipolar junction transistors dbjts we derive the smallsignal equivalent model and estimate the performance of a dbjt device based on graphone as the example material a current gain of about and maximum threshold frequency of ghz together with a powerdelay product of only fj per um lateral width is expected at an operating voltage of v also we derive necessary formulae and a new approximate solution for continuity equation in the d configuration which have been verified against numerical solutions,cond-mat
when metals are plastically deformed the total density of dislocations increases with strain as the microstructure is continuously refined leading to the strain hardening behavior here we report the fundamental role played by the junction formation process in the connection between dislocation microstructure evolution and the strain hardening rate in facecentered cubic fcc cu as revealed by discrete dislocation dynamics ddd simulations the dislocation network formed during loading consists of line segments whose lengths closely follow an exponential distribution this exponential distribution is a consequence of junction formation by dislocations on different slip planes which can be modeled as a onedimensional poisson process we show that according to the exponential distribution the dislocation microstructure evolution is governed by two nondimensional parameters and the hardening rate is controlled by the rate of stable junction formation by selectively disabling specific junction types in ddd simulations we find that among the four types of junctions in fcc crystals glissile junctions make the dominant contribution to the strain hardening rate,cond-mat
we motivate and discuss several recent results on nonexistence of irrotational inviscid flow around bounded solids that have two or more protruding corners complementing classical results for the case of a single protruding corner for a class of twocorner bodies including nonhorizontal flat plates compressible subsonic flows do not exist regarding three or more corners bounded simple polygons do not admit compressible flows with arbitrarily small mach number and any incompressible flow has unbounded velocity at at least one corner finally irrotational flow around smooth protruding corners with nonvanishing velocity at infinity does not exist this can be considered vorticity generating by a slipcondition solid in absence of viscosity,math
studies of the threedimensional d structures of galactic magnetic fields are now entering a new era with broadband highly sensitive radio observations and new analysis methods to reveal the magnetic field configuration from the observed value integrated along the line of sight it is necessary to derive an appropriate model that can reproduce the observational characteristics we aim to clarify the relationship between the radiation field and the spatial distribution of physical quantities through pseudoobservations using global d magnetohydrodynamics mhd simulation results in particular we focus on using the depolarization effect to verify the polarization model and to identify the emission region first we show that wavelengthindependent depolarization which takes into account anisotropic turbulence does not work efficiently because the polarized emission is stronger in regions of ordered spiral fields than in regions dominated by isotropic turbulent fields beam depolarization becomes more effective below ghz although close to the equatorial plane there will be strong depolarization which increases with observing wavelength this effect is less in the halo making halo magnetic fields detectable through their polarized emission at meterwavelength bands although polarized emission from the halo is below the detection limit of current facilities it will be detectable within the ska era in addition we found that the spiral polarization projected on a screen is produced by overlapping magnetic flux tubes extending to different heights from the equatorial plane this suggests that the traditional classification of global magnetic fields has difficulty reproducing the global structure of the magnetic fields finally we demonstrate the method to separate magnetic flux tubes at different heights by using peak frequencies which cause the decreasing of polarized flux,astro-ph
the exponential family is well known in machine learning and statistical physics as the maximum entropy distribution subject to a set of observed constraints while the geometric mixture path is common in mcmc methods such as annealed importance sampling linking these two ideas recent work has interpreted the geometric mixture path as an exponential family of distributions to analyze the thermodynamic variational objective tvo we extend these likelihood ratio exponential families to include solutions to ratedistortion rd optimization the information bottleneck ib method and recent ratedistortionclassification approaches which combine rd and ib this provides a common mathematical framework for understanding these methods via the conjugate duality of exponential families and hypothesis testing further we collect existing results to provide a variational representation of intermediate rd or tvo distributions as a minimizing an expectation of kl divergences this solution also corresponds to a sizepower tradeoff using the likelihood ratio test and the neyman pearson lemma in thermodynamic integration bounds such as the tvo we identify the intermediate distribution whose expected sufficient statistics match the log partition function,cs
existing d human pose estimation models suffer performance drop when applying to new scenarios with unseen poses due to their limited generalizability in this work we propose a novel framework inference stage optimization iso for improving the generalizability of d pose models when source and target data come from different pose distributions our main insight is that the target data even though not labeled carry valuable priors about their underlying distribution to exploit such information the proposed iso performs geometryaware selfsupervised learning ssl on each single target instance and updates the d pose model before making prediction in this way the model can mine distributional knowledge about the target scenario and quickly adapt to it with enhanced generalization performance in addition to handle sequential target data we propose an online mode for implementing our iso framework via streaming the ssl which substantially enhances its effectiveness we systematically analyze why and how our iso framework works on diverse benchmarks under crossscenario setup remarkably it yields new stateoftheart of d pck on mpiinfdhp improving upon the previous best result by code will be released,cs
let t be a bounded linear operator on a hilbert space h such that alphattsum_ninfty alpha_n tntnge where alphatsum_ninfty alpha_n tn is a suitable analytic function in the unit disc mathbbd with real coefficients we prove that if alphat t tildealpha t where tildealpha has no roots in then t is similar to a contraction operators of this type have been investigated by agler muller olofsson pott and others however we treat cases where their techniques do not apply we write down an explicit nagyfoias type model of an operator in this class and discuss its usual consequences completeness of eigenfunctions similarity to a normal operator etc we also show that the limits of tnh as ntoinfty hin h do not exist in general but do exist if an additional assumption on alpha is imposed our approach is based on a factorization lemma for certain weighted ell banach algebras,math
we demonstrate stimulated emission depletion sted microscopy with nm gold nanospheres coated by fluorescent silica compared with previous demonstrations of sted with a hybrid plasmonic fluorescent label the current implementation offers a substantially smaller label and a better resolution improvement of up to fold beyond the diffraction limit of confocal microscopy this is achieved at approximately times lower intensity than conventional sted based on dyes alone and in an aqueous environment demonstrating the relevance to bioimaging finally we also show for the first time in this context a fold reduction in the rate of photobleaching compared to standard dyebased sted thus enabling brighter images,physics
in this paper we report on a blackbox approach to parallelize existing description logic dl reasoners for the web ontology language owl we focus on owl ontology classification which is an important inference service and supported by every major owldl reasoner we propose a flexible parallel framework which can be applied to existing owl reasoners in order to speed up their classification process in order to test its performance we evaluated our framework by parallelizing major owl reasoners for concept classification in comparison to the selected blackbox reasoner our results demonstrate that the wall clock time of ontology classification can be improved by one order of magnitude for most realworld ontologies,cs
we have earlier reported the molsdock technique to perform rigid receptorflexible ligand docking the method uses the mols method developed in our laboratory in this paper we report imolsdock the flexible receptor extension we have carried out to the algorithm molsdock imolsdock uses mutually orthogonal latin squares mols to sample the conformation and the docking pose of the ligand and also the flexible residues of the receptor protein the method then uses a variant of the mean field technique to analyze the sample to arrive at the optimum we have benchmarked and validated imolsdock with a dataset of peptideprotein complexes with peptides we have also compared imolsdock with other flexible receptor docking tools gold v and autodock vina the results obtained show that the method works better than these two algorithms though it consumes more computer time,physics
starting with maxwells equations we derive the fundamental results of the huygensfresnelkirchhoff and rayleighsommerfeld theories of scalar diffraction and scattering these results are then extended to cover the case of vector electromagnetic fields the famous sommerfeld solution to the problem of diffraction from a perfectly conducting halfplane is elaborated farfield scattering of plane waves from obstacles is treated in some detail and the wellknown optical crosssection theorem which relates the scattering crosssection of an obstacle to its forward scattering amplitude is derived also examined is the case of scattering from mild inhomogeneities within an otherwise homogeneous medium where in the first born approximation a fairly simple formula is found to relate the farfield scattering amplitude to the host mediums optical properties the related problem of neutron scattering from ferromagnetic materials is treated in the final section of the paper,physics
the mue experiment at fermilab will search for coherent neutrinoless conversion of muons into electrons in the field of a nucleus with a sensitivity improvement of a factor of over previous experiments such a charged lepton flavorviolating reaction probes new physics at a scale inaccessible with direct searches at either present or planned high energy colliders the conversion electron is monoenergetic with an energy slightly below the muon rest mass if no events are observed in three years of running mue will set a limit on the ratio between the conversion rate and the capture rate r_mu e of x cl in this paper the physics motivation for mue and the current status of the electromagnetic calorimeter project are briefly presented,physics
the boost of available digital media has led to a significant increase in derivative work with tools for manipulating objects becoming more and more mature it can be very difficult to determine whether one piece of media was derived from another one or tampered with as derivations can be done with malicious intent there is an urgent need for reliable and easily usable tampering detection methods however even media considered semantically untampered by humans might have already undergone compression steps or light postprocessing making automated detection of tampering susceptible to false positives in this paper we present the psbattles dataset which is gathered from a large community of image manipulation enthusiasts and provides a basis for media derivation and manipulation detection in the visual domain the dataset consists of images grouped into subsets each containing the original image as well as a varying number of manipulated derivatives,cs
a spanner of a graph is a subgraph that preserves lengths of shortest paths up to a multiplicative distortion for every k a spanner with size onk and stretch k can be constructed by a simple centralized greedy algorithm and this is tight assuming erdhos girth conjecture in this paper we study the problem of constructing spanners in a local manner specifically in the local computation model proposed by rubinfeld et al ics we provide a randomized local computation agorithm lca for constructing rspanners with tildeonr edges and probe complexity of tildeonr for r in where n denotes the number of vertices in the input graph up to polylogarithmic factors in both cases the stretch factor is optimal for the respective number of edges in addition our probe complexity for r ie for constructing a spanner is optimal up to polylogarithmic factors our result improves over the probe complexity of parter et al itcs that is tildeonr for r in both our algorithms and the algorithms of parter et al use a combination of neighborprobes and pairprobes in the abovementioned lcas for general kgeq we provide an lca for constructing okspanners with tildeonk edges using ondelta neighborprobes improving over the tildeondelta algorithm of parter et al by developing a new randomized lca for graph decomposition we further improve the probe complexity of the latter task to be onalphakdelta for any constant alpha this latter lca may be of independent interest,cs
let g be a group and let s be a generating set of g in this article we introduce a metric d_c on g with respect to s called the cardinal metric we then compare geometric structures of g d_c and g d_w where d_w denotes the word metric in particular we prove that if s is finite then g d_c and g d_w are not quasiisometric in the case when g d_w has infinite diameter and they are bilipschitz equivalent otherwise we also give an alternative description of cardinal metrics by using cayley color graphs it turns out that colorpermuting and colorpreserving automorphisms of cayley digraphs are isometries with respect to cardinal metrics,math
in this paper we establish gradient continuity for solutions to partial_t operatornamedivax nabla us f s in when f belongs to the scaling critical function space lfracns our main results theorems and can be seen as a nonlocal generalization of a wellknown result of stein in the context of fractional heat type operators and sharpens some of the previous gradient continuity results which deals with f in subcritical spaces our proof is based on an appropriate adaptation of compactness arguments which has its roots in a fundamental work of caffarelli in,math
many hierarchically modular systems are structured in a way that resembles an hourglass this hourglass effect means that the system generates many outputs from many inputs through a relatively small number of intermediate modules that are critical for the operation of the entire system referred to as the waist of the hourglass we investigate the hourglass effect in general not necessarily layered hierarchical dependency networks our analysis focuses on the number of sourcetotarget dependency paths that traverse each vertex and it identifies the core of a dependency network as the smallest set of vertices that collectively cover almost all dependency paths we then examine if a given network exhibits the hourglass property or not comparing its core size with a flat ie nonhierarchical network that preserves the source dependencies of each target in the original network as a possible explanation for the hourglass effect we propose the reuse preference rp model that captures the bias of new modules to reuse intermediate modules of similar complexity instead of connecting directly to sources or low complexity modules we have applied the proposed framework in a diverse set of dependency networks from technological natural and information systems showing that all these networks exhibit the general hourglass property but to a varying degree and with different waist characteristics,cs
we have made measurements of the sunyaevzeldovich sz effect in six galaxy clusters at z using the sunyaevzeldovich infrared experiment suzie ii in three frequency bands between and ghz simultaneous multifrequency measurements have been used to distinguish between thermal and kinematic components of the sz effect and to significantly reduce the effects of variations in atmospheric emission which can otherwise dominate the noise we have set limits to the peculiar velocities of each cluster with respect to the hubble flow and have used the cluster sample to set a confidence limit of kms to the bulk flow of the intermediateredshift universe in the direction of the cmb dipole this is the first time that sz measurements have been used to constrain bulk flows we show that systematic uncertainties in peculiar velocity determinations from the sz effect are likely to be dominated by submillimeter point sources and we discuss the level of this contamination,astro-ph
we study the influence of strong forcing axioms on the complexity of the nonstationary ideal on omega_ and its restrictions to certain cofinalities our main result shows that the strengthening mm of martins maximum does not decide whether the restriction of the nonstationary ideal on omega_ to sets of ordinals of countable cofinality is delta_definable by formulas with parameters in homega_ the techniques developed in the proof of this result also allow us to prove analogous results for the full nonstationary ideal on omega_ and strong forcing axioms that are compatible with ch finally we answer a question of s friedman wu and zdomskyyshow by showing that the delta_definability of the nonstationary ideal on omega_ is compatible with arbitrary large values of the continuum function at omega_,math
let the circle act in a hamiltonian fashion on a connected compact symplectic manifold m omega of dimension n then the saction has at least n fixed points in a previous paper we study the case when the fixed point set consists of precisely n isolated points in this paper we study the case when the fixed point set consists of exactly n isolated points we show that in this case n must be even we find equivalent conditions on the first chern class of m and a particular weight of the saction we also show that the particular weight can completely determine the integral cohomology ring and the total chern class of m and the sets of weights of the saction at all the fixed points we will see that all these data are isomorphic to those of known examples widetildeg_mathbbrn with ngeq even equipped with standard circle actions,math
we study the strong localization of atomic matter waves in a disordered potential created by atoms pinned at the nodes of a lattice for both threedimensional d and twodimensional d systems the localization length of the matter wave the density of localized states and the occurrence of energy mobility edges for the d system are numerically investigated as a function of the effective scattering length between the atomic matter wave and the pinned atoms both positive and negative matter wave energies are explored interesting features of the density of states are discovered at negative energies where maxima in the density of bound states for the system can be interpreted in terms of bound states of a matter wave atom with a few pinned atomic scatterers in d we found evidence of up to three mobility edges one at positive energies and two at negative energies the latter corresponding to transitions between extended and localized bound states in d no mobility edge is found and a rapid exponentiallike increase of the localization length is observed at high energy,cond-mat
todays networks are used primarily to move content to cater to this requirement information centric networks icn were introduced one of the main architectures of icn is content centric networking ccn and its derivative named data networking ndn ccn is standardized at the internet engineering task force ietf and is envisaged to replace the current internet over time to evaluate large scale deployments of ccn a model framework called the inbaversim is developed in omnet this work presents the architecture of this model framework together with an example evaluation using the model framework the code is open source and is available at github,cs
